Region,Sales,Orders,Revenue,Month,Year,Latitude,Longitude,Customer_Name,Product_Category,Marketing_Campaign,Discount Percentage,Profit,Quantity Sold,Customer Lifetime Value
South,1909,9,2678,April,2023,50.67101659359278,-137.43993165391444,Customer_38,Category_1,After,37.668005549160775,37668.00554916078,59,169.4915254237288
West,864,13,3423,April,2022,-40.363667200569374,-35.46086019664452,Customer_284,Category_2,After,45.36996169786597,45369.96169786597,98,102.04081632653062
North,1165,7,3791,February,2023,-53.235583395809854,105.52627366670032,Customer_821,Category_1,Before,44.91888909193028,44918.88909193028,88,113.63636363636364
East,1025,14,3260,March,2023,-86.98386519137117,-100.61683663080672,Customer_601,Category_1,After,40.09439956359307,40094.39956359307,79,126.58227848101266
East,1198,23,3126,March,2023,32.25584721621048,-113.05385727932963,Customer_596,Category_2,After,33.891424076942954,33891.42407694295,38,263.1578947368421
West,1835,7,2749,January,2023,-76.21771348196299,162.2947175699153,Customer_784,Category_1,After,8.786298424777197,8786.298424777196,72,138.88888888888889
East,1382,19,3675,June,2022,-14.262983682133353,-104.43685334895694,Customer_335,Category_2,Before,12.27329213425762,12273.29213425762,5,2000.0
North,1530,5,3651,August,2022,18.3027895232933,-86.0693113259395,Customer_187,Category_2,After,45.43493848371857,45434.93848371857,48,208.33333333333334
West,1526,11,1781,December,2022,78.67961008554187,169.06173800556166,Customer_670,Category_1,After,32.289307684681546,32289.307684681546,90,111.11111111111111
North,1418,16,4994,March,2022,-33.87561534796164,84.49508529540924,Customer_242,Category_3,After,5.4138673227483345,5413.867322748334,18,555.5555555555555
West,1249,21,4452,May,2022,-45.04101075962644,71.85475188847016,Customer_72,Category_3,After,9.566219428971444,9566.219428971444,70,142.85714285714286
West,862,24,4048,January,2023,27.74882777149772,127.05349818764928,Customer_478,Category_2,Before,34.85757960986251,34857.579609862514,37,270.27027027027026
South,1797,9,3727,October,2022,21.4630257696447,-138.30369039475406,Customer_973,Category_3,Before,5.227771273079841,5227.771273079841,60,166.66666666666666
North,1305,8,3105,July,2022,-30.22023900453757,74.14424516880257,Customer_560,Category_3,After,12.236362313787438,12236.362313787438,48,208.33333333333334
East,1238,16,4867,October,2022,77.05833039176159,1.3278993581660077,Customer_100,Category_1,After,29.693020521496376,29693.020521496375,77,129.87012987012986
East,1538,24,4097,January,2023,62.07521894813391,118.49423050229036,Customer_513,Category_2,After,36.135283896171195,36135.2838961712,28,357.14285714285717
North,1715,22,1880,December,2023,-49.68314174428539,2.931018719469961,Customer_755,Category_2,After,34.338256677617025,34338.25667761703,69,144.92753623188406
East,984,21,1446,November,2022,-46.95434182178583,43.286887536808365,Customer_175,Category_1,Before,15.09211892572519,15092.11892572519,77,129.87012987012986
East,527,23,3113,September,2023,2.2140624396745068,-8.012834496167045,Customer_237,Category_3,Before,37.04806496063912,37048.064960639116,81,123.45679012345678
North,1213,13,4992,August,2022,49.24297831152967,-7.862787519896131,Customer_909,Category_2,Before,15.676208937356003,15676.208937356003,40,250.0
West,1562,8,2783,July,2022,-82.07273171007641,96.46919210225934,Customer_58,Category_3,Before,19.642986417167048,19642.98641716705,45,222.22222222222223
North,1796,6,2277,October,2023,34.80032767224721,46.28390423302196,Customer_864,Category_2,After,38.592113230311085,38592.113230311086,96,104.16666666666667
West,1754,8,4970,July,2023,26.68246152877745,47.97475257938774,Customer_98,Category_2,After,34.23348045712466,34233.48045712466,62,161.29032258064515
East,585,6,2991,May,2022,-48.33358273566212,-17.898305820650705,Customer_953,Category_2,Before,43.215053472238004,43215.053472238,93,107.52688172043011
East,1997,19,2067,May,2022,32.64354238344278,11.19941868150994,Customer_870,Category_2,Before,34.592580153515456,34592.58015351545,58,172.41379310344828
East,625,6,4168,November,2023,79.23297442537486,88.45835983372342,Customer_953,Category_3,After,30.573887150096223,30573.887150096223,67,149.2537313432836
South,1311,8,2577,May,2022,-81.57854790508166,117.33873088029054,Customer_494,Category_3,After,9.215364552264163,9215.364552264162,56,178.57142857142858
West,1036,10,2011,January,2023,-32.462630047428746,70.76210477185663,Customer_946,Category_3,After,21.54721113767451,21547.21113767451,40,250.0
South,644,11,3274,August,2022,-11.128191000056049,152.66627598444592,Customer_979,Category_3,After,16.934106545677643,16934.106545677645,98,102.04081632653062
South,1735,14,1773,December,2023,71.86686460644412,115.31667173299236,Customer_513,Category_1,After,15.97953395205876,15979.53395205876,40,250.0
North,524,23,3726,November,2022,83.2070603896482,22.27096433142665,Customer_754,Category_2,Before,48.785474963860054,48785.474963860055,91,109.89010989010988
South,1917,23,4507,January,2022,-10.05925563066019,61.70618615174527,Customer_296,Category_2,Before,22.689397610004217,22689.397610004216,77,129.87012987012986
North,566,16,2814,April,2023,45.00511418559441,153.47097969163053,Customer_210,Category_2,After,45.1420949829701,45142.0949829701,33,303.030303030303
North,732,7,3648,September,2022,5.69898427760694,42.90049592750103,Customer_122,Category_1,After,33.401238169876834,33401.23816987684,6,1666.6666666666667
South,608,17,3426,September,2022,6.800928253447765,116.93050127273904,Customer_228,Category_3,Before,40.76650865937418,40766.50865937418,88,113.63636363636364
West,1669,22,2201,May,2023,-39.94208728805584,67.97178129239535,Customer_593,Category_2,After,27.618669189733644,27618.669189733646,19,526.3157894736842
West,610,12,2450,April,2022,-50.94787574450169,18.69708998176793,Customer_655,Category_3,Before,30.96067480818616,30960.67480818616,80,125.0
West,727,19,4986,March,2022,-38.15903773367259,-92.93824965047288,Customer_387,Category_3,Before,27.163296221848874,27163.296221848876,40,250.0
West,610,5,3756,March,2022,10.13904130627428,-26.640892991365888,Customer_139,Category_1,Before,13.785934450912002,13785.934450912002,92,108.69565217391305
West,1993,7,1306,December,2023,-84.75206651602397,168.38741694013763,Customer_540,Category_1,Before,37.510345186767736,37510.345186767736,97,103.09278350515464
South,533,12,1778,May,2023,73.30480998415305,56.795537978136025,Customer_390,Category_3,After,17.63475630983851,17634.75630983851,59,169.4915254237288
South,1122,8,3551,October,2023,-61.86893228104028,23.182336922036257,Customer_269,Category_2,After,6.0942184894154225,6094.2184894154225,59,169.4915254237288
East,1892,20,3315,January,2022,-50.38403816315042,155.86438519016184,Customer_758,Category_2,Before,34.046253315822554,34046.253315822556,48,208.33333333333334
West,1247,14,4657,May,2022,3.2897117605763384,31.14424117348153,Customer_11,Category_1,After,12.969980573317201,12969.980573317202,41,243.90243902439025
South,1094,16,1007,June,2022,37.82065794071028,9.389706630265067,Customer_866,Category_1,After,47.320636295881144,47320.636295881144,13,769.2307692307693
East,924,18,4991,July,2022,-72.76877014600848,93.35190785407389,Customer_388,Category_1,After,47.92678596511643,47926.78596511643,45,222.22222222222223
West,1112,18,3555,December,2023,-32.81495444151081,76.559622835156,Customer_336,Category_1,After,46.16889755992018,46168.89755992018,89,112.35955056179775
North,1191,6,1475,September,2022,84.36142900338427,-110.4623969729642,Customer_505,Category_1,Before,21.657141511495,21657.141511495,53,188.67924528301887
East,1805,9,2320,March,2022,-42.778265979429776,-10.329021153316376,Customer_105,Category_1,After,5.695547743799034,5695.547743799034,42,238.0952380952381
South,1843,9,3211,February,2022,-33.65097388863356,-9.894440584949308,Customer_31,Category_1,Before,46.77433531644764,46774.33531644764,63,158.73015873015873
North,1966,10,1484,March,2023,60.56972831124602,-43.839174512395886,Customer_73,Category_2,Before,24.268286674279146,24268.286674279145,27,370.3703703703704
North,814,17,4668,December,2022,-80.96140229571806,6.225653574811133,Customer_170,Category_1,After,48.49946685696513,48499.466856965126,38,263.1578947368421
North,1376,13,4143,September,2022,-6.369629614385246,-31.281336818228084,Customer_848,Category_1,Before,48.36289896901638,48362.89896901638,60,166.66666666666666
East,1900,19,3614,December,2022,-21.66898239869936,-108.23562379037408,Customer_68,Category_2,After,43.3854254960312,43385.4254960312,7,1428.5714285714287
South,1812,18,1904,July,2022,-33.014383216442795,-31.54806458111483,Customer_812,Category_2,After,18.250200143131355,18250.200143131355,5,2000.0
North,1960,11,1558,September,2022,-38.57407307194239,-153.9802988736564,Customer_361,Category_3,Before,22.329397787086638,22329.397787086637,45,222.22222222222223
West,1161,24,4982,February,2023,-73.55266112512635,27.282910598788163,Customer_648,Category_1,After,43.30115021825856,43301.15021825856,58,172.41379310344828
North,776,6,2967,May,2022,-33.33135071670321,127.31563761880028,Customer_432,Category_1,Before,19.261490232032493,19261.490232032495,31,322.5806451612903
North,1123,11,3285,April,2022,-82.25056751117965,81.1033503676399,Customer_928,Category_1,Before,12.627173600874162,12627.173600874163,23,434.7826086956522
East,1015,10,2127,February,2022,50.57349545599834,-50.258145580519965,Customer_995,Category_1,After,30.05605681062576,30056.05681062576,42,238.0952380952381
East,1873,21,2233,September,2022,-18.318997087557904,-148.65436599216906,Customer_99,Category_3,After,47.12696483723514,47126.964837235144,10,1000.0
South,1342,6,3601,September,2022,-10.09731018241591,-107.22621627890253,Customer_657,Category_2,After,36.32134085037379,36321.34085037379,32,312.5
West,1969,7,3875,June,2022,70.84702556102368,16.37652257814085,Customer_8,Category_2,Before,30.652752654021423,30652.752654021424,53,188.67924528301887
East,849,9,1467,November,2022,28.449897095019736,-105.45944998210815,Customer_573,Category_1,After,9.372942219684585,9372.942219684584,30,333.3333333333333
North,1322,9,4525,June,2022,-88.54936139841844,15.8303200625883,Customer_696,Category_1,Before,32.67532520146264,32675.32520146264,39,256.4102564102564
South,1660,5,4339,August,2022,79.7714681330313,-96.6243510849964,Customer_28,Category_1,Before,49.552423254691846,49552.42325469184,31,322.5806451612903
North,1258,12,3433,June,2022,-47.31399612401198,125.6125930113862,Customer_892,Category_3,After,11.30378068564358,11303.78068564358,82,121.95121951219512
North,1398,16,3822,January,2023,-70.6294467432254,-36.98226977743451,Customer_113,Category_3,After,28.324834356368154,28324.834356368152,2,5000.0
East,742,8,1847,April,2023,48.26307210855879,-91.60177465998322,Customer_461,Category_2,After,44.48178823675799,44481.788236757995,78,128.2051282051282
South,1042,17,3434,July,2023,0.0859168560092769,112.4374248889422,Customer_920,Category_1,Before,38.3345877989392,38334.587798939196,77,129.87012987012986
West,1563,19,3924,February,2023,-11.921298116756844,-56.57797267003774,Customer_142,Category_1,After,36.36570834478706,36365.70834478706,93,107.52688172043011
West,728,15,1258,September,2022,-45.08944565710648,-139.8644323780385,Customer_389,Category_1,Before,36.611783779419916,36611.783779419915,12,833.3333333333334
East,1047,14,1282,August,2023,8.54486817521736,25.34741690531098,Customer_631,Category_1,After,21.177101804888984,21177.101804888985,39,256.4102564102564
East,1419,7,2649,August,2023,-40.61077106353426,29.363113597675948,Customer_681,Category_3,After,18.2116329919022,18211.6329919022,66,151.5151515151515
South,1746,18,2898,July,2022,72.28494095167216,77.29044308486431,Customer_156,Category_2,Before,41.421251996533115,41421.251996533116,96,104.16666666666667
West,505,20,1039,April,2023,-51.2631936480253,-93.5210040449812,Customer_334,Category_2,Before,41.455102760563136,41455.10276056314,13,769.2307692307693
West,1845,14,3533,February,2023,69.18392708203564,-20.24231792679177,Customer_860,Category_3,After,44.01825433610467,44018.25433610467,46,217.3913043478261
West,967,14,3976,March,2022,10.69297663092425,-78.34754914464375,Customer_259,Category_1,After,46.09582486504121,46095.824865041206,27,370.3703703703704
North,574,16,3267,December,2022,59.12786410114339,-150.85665499835227,Customer_81,Category_2,After,28.010407948742202,28010.407948742202,17,588.2352941176471
West,503,13,4200,June,2022,38.31227925497189,135.58097772572097,Customer_753,Category_2,After,27.568233260923982,27568.233260923982,95,105.26315789473684
North,1145,5,2014,December,2023,35.40512005861474,82.39312961580282,Customer_440,Category_3,After,40.92328305350488,40923.283053504885,98,102.04081632653062
South,617,9,4071,December,2023,-31.617754614889968,-71.47329859483175,Customer_944,Category_1,Before,34.24837688499943,34248.37688499943,60,166.66666666666666
North,1380,24,4591,May,2022,-47.89855233500337,35.774277433915074,Customer_171,Category_2,Before,36.588509476596656,36588.50947659666,64,156.25
South,1003,12,1612,December,2022,-52.04047901745814,-107.54503627158992,Customer_230,Category_1,Before,40.81067012462455,40810.67012462455,88,113.63636363636364
West,1446,15,3975,August,2023,64.29449827072597,140.48518384647753,Customer_719,Category_2,Before,45.05024038179048,45050.24038179048,35,285.7142857142857
West,1073,16,2915,June,2022,57.67682764662359,-138.63371638971228,Customer_74,Category_3,After,20.209782058319114,20209.782058319113,70,142.85714285714286
South,1964,5,1687,June,2023,-10.69676495778468,-178.61862761719166,Customer_269,Category_1,Before,21.901232868797482,21901.23286879748,83,120.48192771084338
East,693,24,4690,January,2022,-66.16716957063818,0.7229511861055755,Customer_898,Category_3,Before,9.229187292839105,9229.187292839106,30,333.3333333333333
South,1346,15,1612,April,2022,-21.19459464405749,29.92601644303295,Customer_625,Category_2,Before,31.022606344827828,31022.60634482783,71,140.8450704225352
East,1214,9,3307,May,2023,21.48182174464405,28.427515306489568,Customer_61,Category_3,After,6.617402320853394,6617.402320853394,74,135.13513513513513
North,1915,19,4037,December,2022,-8.207432193608497,-160.37570612238252,Customer_873,Category_3,Before,25.95191081596071,25951.91081596071,96,104.16666666666667
North,1549,9,4013,November,2022,50.4340683269391,-66.9442295093643,Customer_319,Category_3,After,29.419008561840947,29419.008561840947,98,102.04081632653062
North,1958,16,3413,March,2022,89.57210800524939,-0.2883791371205575,Customer_101,Category_2,Before,17.8943563457728,17894.356345772798,63,158.73015873015873
West,672,9,2781,September,2023,-55.59622407919857,-102.03149317419329,Customer_428,Category_1,After,31.587496725605483,31587.496725605484,28,357.14285714285717
North,1823,21,2810,January,2022,-7.262852461276964,134.1453187749227,Customer_873,Category_3,Before,6.372511247257224,6372.511247257224,60,166.66666666666666
East,825,21,3591,June,2022,-12.42289765425204,-148.64065579388375,Customer_721,Category_1,After,6.6806684937146485,6680.668493714648,79,126.58227848101266
North,1933,16,3696,June,2022,-35.191344105188854,-4.541600998064581,Customer_953,Category_2,Before,42.01702522968462,42017.02522968462,94,106.38297872340425
South,1641,19,2547,October,2022,-54.342806990347874,68.90978070473474,Customer_254,Category_1,After,21.20857886350683,21208.57886350683,37,270.27027027027026
South,1335,19,2930,May,2022,-78.17541903186134,-85.76960395158632,Customer_531,Category_3,After,10.717723069334816,10717.723069334816,93,107.52688172043011
West,1223,10,3861,December,2022,69.68147710026571,44.72666531910653,Customer_569,Category_3,Before,28.500946702466198,28500.946702466197,22,454.54545454545456
South,724,16,4958,May,2023,-14.427234416462824,118.57865405125484,Customer_111,Category_3,After,39.64970988943749,39649.70988943749,68,147.05882352941177
East,1031,24,4087,October,2023,-0.5588066699911991,-111.47868896578288,Customer_984,Category_3,After,14.711946237357942,14711.946237357943,20,500.0
North,612,22,2152,May,2022,75.04956867616485,150.19941305695062,Customer_312,Category_3,Before,33.03007141185501,33030.07141185501,96,104.16666666666667
West,639,18,1574,June,2023,49.7322859528706,19.28107175844889,Customer_997,Category_3,Before,8.84063592471956,8840.63592471956,68,147.05882352941177
North,1058,6,4180,August,2023,-66.50977245890684,-72.2764784516182,Customer_460,Category_2,After,7.325677452587346,7325.677452587346,91,109.89010989010988
North,500,13,2910,February,2022,11.775594169393628,-24.891020862382533,Customer_707,Category_2,Before,28.91095842056666,28910.95842056666,64,156.25
East,589,9,2012,June,2023,-10.394590226479352,-67.61092183690033,Customer_886,Category_2,Before,29.328580472454792,29328.580472454792,17,588.2352941176471
South,1153,24,4604,January,2023,53.49799306417731,81.04001757599377,Customer_461,Category_1,Before,33.6843455674193,33684.3455674193,12,833.3333333333334
South,819,5,1669,April,2023,40.36185857015087,106.6682388294476,Customer_864,Category_1,After,37.67411001751977,37674.11001751977,22,454.54545454545456
North,638,7,1268,October,2023,34.27302994399295,119.85746123471796,Customer_91,Category_2,After,48.91334357581406,48913.34357581406,17,588.2352941176471
West,1344,10,4233,March,2023,-28.70192961361856,174.87656985086682,Customer_51,Category_1,After,28.23351567355379,28233.51567355379,10,1000.0
South,758,9,2283,September,2023,54.89347147186581,104.86234529880608,Customer_804,Category_1,After,19.533041282356066,19533.041282356065,65,153.84615384615384
West,1401,9,1923,March,2023,-80.56956679292497,36.4982654478828,Customer_519,Category_3,After,40.78337876459167,40783.37876459167,22,454.54545454545456
South,1189,5,2125,June,2023,-61.2675177422099,-57.88069257895784,Customer_811,Category_3,After,17.187451306793342,17187.45130679334,90,111.11111111111111
West,509,21,2529,January,2022,-29.58781086397589,16.054361535869788,Customer_97,Category_1,After,24.753713931753623,24753.713931753624,82,121.95121951219512
East,760,23,2758,December,2022,-76.17466060752938,-165.21545779545406,Customer_235,Category_1,Before,8.530537160401968,8530.537160401967,50,200.0
West,671,18,2594,June,2023,-47.70103004375551,88.13702719076872,Customer_900,Category_2,After,6.1407834536955885,6140.783453695589,14,714.2857142857143
East,1397,16,1246,April,2023,59.42717693962527,-19.456003766843367,Customer_373,Category_1,After,48.31917866050663,48319.17866050663,64,156.25
East,512,14,4711,August,2022,80.68527680221428,-172.79163729641246,Customer_580,Category_3,Before,42.61910542304926,42619.10542304926,47,212.7659574468085
West,1691,24,4866,November,2023,-35.17157596064571,-157.4975010562521,Customer_926,Category_1,Before,36.31883927421641,36318.83927421641,29,344.82758620689657
East,820,22,4908,September,2023,-42.38715528200912,-40.51207302416762,Customer_556,Category_2,Before,23.402882498642146,23402.882498642146,76,131.57894736842104
North,1842,15,2560,April,2022,-39.61932259564316,30.031746846636626,Customer_648,Category_3,After,12.798244403188061,12798.24440318806,36,277.77777777777777
East,828,6,3178,October,2022,-40.01056427684811,-12.8865783772344,Customer_233,Category_3,Before,12.039666920198872,12039.666920198872,99,101.01010101010101
South,1284,22,3400,December,2022,-83.53256720652486,42.913554225175744,Customer_31,Category_3,After,16.26093041740679,16260.93041740679,52,192.30769230769232
West,1276,11,3243,October,2023,76.84494233959947,-7.094066835111903,Customer_288,Category_3,After,29.71519991177542,29715.19991177542,76,131.57894736842104
North,1410,19,4864,June,2023,-51.53433451734089,58.21338437328484,Customer_637,Category_1,After,37.156816521502805,37156.816521502806,7,1428.5714285714287
West,1942,15,2939,January,2022,-14.399266665347112,-101.11461671851168,Customer_578,Category_2,Before,34.70888195229791,34708.88195229791,29,344.82758620689657
South,1618,22,1929,April,2022,-88.2563611066258,-139.37645261389628,Customer_541,Category_1,Before,17.59702536256743,17597.02536256743,11,909.0909090909091
South,817,16,4737,July,2023,64.4319163647103,34.71622366523758,Customer_113,Category_1,After,47.96893762984374,47968.937629843735,33,303.030303030303
South,735,10,4453,December,2022,41.608322001885085,-5.5117739029293205,Customer_203,Category_3,After,38.20536125130958,38205.36125130958,6,1666.6666666666667
East,833,24,4069,January,2023,80.41608633126657,-170.32764454382328,Customer_28,Category_2,After,29.945932363013032,29945.93236301303,79,126.58227848101266
East,875,17,3692,August,2023,50.69078625535184,-43.026521222507085,Customer_642,Category_3,Before,32.527433580545846,32527.433580545847,32,312.5
West,1982,24,1226,December,2022,-33.53282783062826,-141.79478922324162,Customer_473,Category_1,After,23.882002809250547,23882.00280925055,51,196.07843137254903
West,1660,20,3748,October,2022,-45.38279542888375,11.288459430970278,Customer_696,Category_1,Before,16.147894527552086,16147.894527552087,75,133.33333333333334
North,1087,22,4547,December,2023,35.588935359592725,-37.52003532224492,Customer_252,Category_3,After,21.01877053930677,21018.77053930677,58,172.41379310344828
North,1012,14,4548,November,2022,-24.45970049811009,40.73468799708644,Customer_797,Category_1,Before,39.10307497089661,39103.07497089661,87,114.94252873563218
West,1819,12,1264,June,2022,11.91870283547098,110.0167987572858,Customer_904,Category_1,After,5.647706988339014,5647.706988339014,26,384.61538461538464
East,1843,22,2395,May,2022,-88.87365521523536,-72.1192738170633,Customer_921,Category_3,Before,10.223268822811232,10223.268822811231,98,102.04081632653062
South,1417,5,4557,October,2022,-78.86057369751445,166.35675749940992,Customer_385,Category_1,Before,7.070118890978874,7070.118890978873,46,217.3913043478261
West,1872,12,2457,November,2023,6.366229412697223,12.828420211526804,Customer_61,Category_2,Before,6.8327961043536565,6832.796104353656,98,102.04081632653062
North,1372,10,1645,September,2023,11.892896360669724,42.58468755172368,Customer_514,Category_3,Before,43.495726280495326,43495.72628049533,29,344.82758620689657
East,1752,9,3258,February,2023,45.261530002681866,65.04205436126534,Customer_429,Category_2,Before,36.664603672101066,36664.60367210107,4,2500.0
West,769,19,4643,May,2023,-66.24624246768688,60.02335074873233,Customer_579,Category_1,Before,26.337822308929635,26337.822308929633,81,123.45679012345678
West,1297,19,4448,June,2022,2.37295507622018,3.949467496222354,Customer_536,Category_1,After,9.402537229295067,9402.537229295067,99,101.01010101010101
East,1814,6,2418,July,2022,-54.99942400229605,-25.64485519871394,Customer_690,Category_3,After,27.122714380257456,27122.714380257457,13,769.2307692307693
West,1224,5,2473,May,2023,-73.22469847871496,-160.63849289614396,Customer_140,Category_1,After,26.306229685125455,26306.229685125454,39,256.4102564102564
East,1688,15,3990,September,2023,-16.110757069100174,-172.0490956915753,Customer_742,Category_3,After,12.794084145950684,12794.084145950685,15,666.6666666666666
South,504,14,2387,January,2022,-60.5994033439697,-51.13396996820472,Customer_299,Category_3,Before,24.523324215708787,24523.324215708788,29,344.82758620689657
East,1350,22,2899,July,2023,-50.079243925382656,-59.882079371870645,Customer_674,Category_3,After,22.932713047881805,22932.713047881804,29,344.82758620689657
East,1902,22,3504,October,2023,-32.840175623489685,-40.429744257957566,Customer_310,Category_3,Before,32.71325441234974,32713.254412349743,75,133.33333333333334
East,577,21,3772,July,2022,-43.31008786622468,-130.18744768025158,Customer_470,Category_3,Before,33.579214289043975,33579.21428904397,32,312.5
West,1933,12,4799,April,2023,-74.23356646692964,85.74057739326372,Customer_392,Category_2,Before,7.038680439742003,7038.680439742003,2,5000.0
West,1073,19,2249,September,2022,-73.81507592525358,128.507189319446,Customer_641,Category_3,After,21.857567658191204,21857.567658191205,47,212.7659574468085
East,631,12,1981,December,2022,-55.21510525784973,157.9372687346526,Customer_444,Category_2,Before,33.16369620714064,33163.69620714064,78,128.2051282051282
West,1100,21,2154,November,2023,-80.89934616728299,-2.7495707329347,Customer_757,Category_1,After,27.641131636103946,27641.131636103946,84,119.04761904761905
North,1565,16,1587,May,2022,22.76226354184688,72.31165168515432,Customer_808,Category_3,After,43.542042853474506,43542.04285347451,22,454.54545454545456
North,588,12,1475,April,2023,-38.28119102839765,127.99840443691409,Customer_171,Category_1,After,34.64121342285253,34641.21342285253,75,133.33333333333334
West,901,18,2821,July,2022,-39.64572580156722,-29.41520000634506,Customer_575,Category_3,After,12.332049218664336,12332.049218664337,27,370.3703703703704
West,795,8,1985,April,2023,-30.24030703720227,-68.61139384664003,Customer_30,Category_2,After,8.175593633019343,8175.593633019343,67,149.2537313432836
East,1818,5,4348,March,2023,29.303329357749902,157.22084010725644,Customer_46,Category_2,Before,33.9088675192842,33908.8675192842,81,123.45679012345678
South,1115,5,3203,September,2023,66.71409866702828,5.64355838774631,Customer_129,Category_2,Before,6.193008974372981,6193.008974372981,56,178.57142857142858
West,1299,23,4831,November,2022,46.63564786001493,-0.988600827283932,Customer_351,Category_1,After,31.35990115730585,31359.90115730585,92,108.69565217391305
North,921,20,2241,August,2022,40.95526144051709,-115.77020523714152,Customer_977,Category_3,Before,47.31036086412309,47310.36086412309,93,107.52688172043011
East,1546,18,1189,January,2023,-2.809586591847136,-141.06419475359158,Customer_844,Category_1,After,30.896338004414552,30896.338004414552,21,476.1904761904762
West,1074,20,2440,July,2022,34.88500025413411,123.1584704940642,Customer_621,Category_2,Before,22.467646679293487,22467.646679293488,47,212.7659574468085
North,642,9,1980,September,2023,9.49722624604496,41.0879434275065,Customer_580,Category_1,Before,33.947969829905894,33947.969829905895,80,125.0
North,1492,13,2698,August,2023,-51.0749049264248,-62.70314975299847,Customer_57,Category_2,Before,25.62138007211825,25621.38007211825,59,169.4915254237288
South,1164,6,2715,August,2022,-52.45409380661087,-110.97496173950408,Customer_105,Category_2,Before,29.552755519217072,29552.755519217073,84,119.04761904761905
East,644,22,3593,June,2023,-36.64943876244898,19.979020861067312,Customer_811,Category_2,Before,47.36591639494363,47365.91639494363,6,1666.6666666666667
East,1748,10,1040,November,2022,73.94448077456639,30.210944134008717,Customer_329,Category_3,Before,22.37461870103484,22374.61870103484,19,526.3157894736842
South,1506,13,3354,April,2023,8.534671268350664,-105.48230355177904,Customer_767,Category_3,Before,48.25357537207614,48253.57537207614,57,175.43859649122808
South,1002,5,1942,August,2022,42.10296786033649,126.50606924093064,Customer_823,Category_2,Before,45.74077888802287,45740.77888802287,69,144.92753623188406
East,1320,13,1337,March,2023,-27.61942323302143,-149.6648281838936,Customer_682,Category_1,Before,13.81060106551834,13810.60106551834,3,3333.3333333333335
East,603,20,2337,September,2023,-16.611161280259452,-51.806489340088206,Customer_382,Category_1,Before,8.121258539382445,8121.258539382446,1,10000.0
West,1562,17,2098,February,2022,-67.39819584529475,64.93838895450796,Customer_984,Category_3,Before,9.535010061984199,9535.0100619842,58,172.41379310344828
West,697,13,4000,February,2023,-59.166907592099335,-81.31666902508775,Customer_161,Category_2,Before,5.819982154319738,5819.982154319738,38,263.1578947368421
South,1078,17,3326,December,2023,58.92417986870621,117.96307012125789,Customer_996,Category_1,Before,9.249933234016778,9249.933234016778,15,666.6666666666666
West,890,13,4247,December,2022,15.27095370399877,86.35241757614529,Customer_285,Category_2,After,35.73530480373606,35735.30480373606,34,294.11764705882354
North,1702,15,1895,July,2023,-29.244156140912597,104.04822403732834,Customer_70,Category_1,Before,8.203489180710305,8203.489180710305,61,163.9344262295082
West,1053,8,4733,December,2022,54.51321761919829,-137.12164708438215,Customer_766,Category_3,Before,19.35390336321926,19353.90336321926,35,285.7142857142857
West,1971,6,3320,October,2023,-45.62641698516306,-129.40303392160456,Customer_453,Category_2,Before,43.019388993625455,43019.388993625456,64,156.25
North,1538,10,3884,April,2022,85.6858857480367,-76.8694544119499,Customer_885,Category_2,Before,6.047237108112164,6047.237108112164,25,400.0
South,1812,18,3667,October,2023,-27.93283060568945,6.507779471121978,Customer_566,Category_1,Before,41.65108171650211,41651.081716502114,24,416.6666666666667
North,977,8,2674,August,2023,-29.28402825277904,89.28578761178488,Customer_834,Category_1,Before,17.683464864802996,17683.464864802998,12,833.3333333333334
West,1754,10,3909,September,2023,-33.85585700339306,121.15112067392528,Customer_396,Category_1,After,10.317417242974532,10317.417242974532,18,555.5555555555555
South,1422,23,4854,July,2022,-68.01992713362817,73.56071374458497,Customer_514,Category_2,After,36.353172441386775,36353.17244138678,15,666.6666666666666
West,919,10,4930,May,2022,-69.99531348023777,154.2948773510298,Customer_25,Category_3,After,33.302428105094776,33302.428105094776,80,125.0
North,656,6,1930,August,2022,26.658906216142213,85.94766346173492,Customer_312,Category_3,Before,44.48624060871738,44486.24060871738,27,370.3703703703704
North,1049,22,1288,April,2022,67.52124802044847,-69.7435606783387,Customer_125,Category_1,Before,38.07819697117486,38078.19697117486,72,138.88888888888889
West,1964,17,1723,February,2023,52.29369184890123,-84.57073763811387,Customer_407,Category_3,Before,41.156641867318186,41156.64186731818,60,166.66666666666666
East,1620,13,3940,November,2023,-64.60063307615681,70.62928210839237,Customer_564,Category_1,After,17.69155576570879,17691.555765708792,46,217.3913043478261
East,1520,23,3319,December,2022,8.204781922571954,-110.56659527173886,Customer_197,Category_3,Before,12.984779470087528,12984.779470087527,89,112.35955056179775
North,1496,17,2953,June,2022,-70.9935217242048,-146.62266810830283,Customer_810,Category_2,Before,38.77766382383862,38777.66382383862,17,588.2352941176471
North,1934,15,2089,September,2022,-81.84696414964606,11.600234948229796,Customer_187,Category_1,After,41.30756326702688,41307.56326702688,93,107.52688172043011
East,1450,5,1482,January,2023,28.149454689258107,115.79096512042388,Customer_697,Category_3,After,49.5727313900303,49572.7313900303,53,188.67924528301887
East,788,11,1935,November,2022,6.327420062463062,-143.50325671084914,Customer_816,Category_2,Before,23.567795461014192,23567.795461014193,8,1250.0
