,Unnamed: 0,CustomerID,ProductID,Quantity,Price,TransactionDate,StoreLocation,ProductCategory,DiscountApplied(%),TotalAmount,MarketingPromotion
14509,14509,,,,,,,,,,No
14510,14510,,,,,,,,,,No
14511,14511,,,,,,,,,,No
14512,14512,,,,,,,,,,No
14513,14513,,,,,,,,,,No
14514,14514,,,,,,,,,,No
14515,14515,,,,,,,,,,No
14516,14516,,,,,,,,,,No
14517,14517,,,,,,,,,,No
14518,14518,,,,,,,,,,No
14519,14519,,,,,,,,,,No
14520,14520,,,,,,,,,,No
14521,14521,,,,,,,,,,No
14522,14522,,,,,,,,,,No
14523,14523,,,,,,,,,,No
14524,14524,,,,,,,,,,No
14525,14525,,,,,,,,,,No
14526,14526,,,,,,,,,,No
14527,14527,,,,,,,,,,No
14528,14528,,,,,,,,,,No
14529,14529,,,,,,,,,,No
14530,14530,,,,,,,,,,No
14531,14531,,,,,,,,,,No
14532,14532,,,,,,,,,,No
14533,14533,,,,,,,,,,No
14534,14534,,,,,,,,,,No
14535,14535,,,,,,,,,,No
14536,14536,,,,,,,,,,No
14537,14537,,,,,,,,,,No
14538,14538,,,,,,,,,,No
14539,14539,,,,,,,,,,No
14540,14540,,,,,,,,,,No
14541,14541,,,,,,,,,,No
14542,14542,,,,,,,,,,No
14543,14543,,,,,,,,,,No
14544,14544,,,,,,,,,,No
14545,14545,,,,,,,,,,No
14546,14546,,,,,,,,,,No
14547,14547,,,,,,,,,,No
14548,14548,,,,,,,,,,No
14549,14549,,,,,,,,,,No
14550,14550,,,,,,,,,,No
14551,14551,,,,,,,,,,No
14552,14552,,,,,,,,,,No
14553,14553,,,,,,,,,,No
14554,14554,,,,,,,,,,No
14555,14555,,,,,,,,,,No
14556,14556,,,,,,,,,,No
14557,14557,,,,,,,,,,No
14558,14558,,,,,,,,,,No
14559,14559,,,,,,,,,,No
14560,14560,,,,,,,,,,No
14561,14561,,,,,,,,,,No
14562,14562,,,,,,,,,,No
14563,14563,,,,,,,,,,No
14564,14564,,,,,,,,,,No
14565,14565,,,,,,,,,,No
14566,14566,,,,,,,,,,No
14567,14567,,,,,,,,,,No
14568,14568,,,,,,,,,,No
14569,14569,,,,,,,,,,No
14570,14570,,,,,,,,,,No
14571,14571,,,,,,,,,,No
14572,14572,,,,,,,,,,No
14573,14573,,,,,,,,,,No
14574,14574,,,,,,,,,,No
14575,14575,,,,,,,,,,No
14576,14576,,,,,,,,,,No
14577,14577,,,,,,,,,,No
14578,14578,,,,,,,,,,No
14579,14579,,,,,,,,,,No
14580,14580,,,,,,,,,,No
14581,14581,,,,,,,,,,No
14582,14582,,,,,,,,,,No
14583,14583,,,,,,,,,,No
14584,14584,,,,,,,,,,No
14585,14585,,,,,,,,,,No
14586,14586,,,,,,,,,,No
14587,14587,,,,,,,,,,No
14588,14588,,,,,,,,,,No
14589,14589,,,,,,,,,,No
14590,14590,,,,,,,,,,No
14591,14591,,,,,,,,,,No
14592,14592,,,,,,,,,,No
14593,14593,,,,,,,,,,No
14594,14594,,,,,,,,,,No
14595,14595,,,,,,,,,,No
14596,14596,,,,,,,,,,No
14597,14597,,,,,,,,,,No
14598,14598,,,,,,,,,,No
14599,14599,,,,,,,,,,No
14600,14600,,,,,,,,,,No
14601,14601,,,,,,,,,,No
14602,14602,,,,,,,,,,No
14603,14603,,,,,,,,,,No
14604,14604,,,,,,,,,,No
14605,14605,,,,,,,,,,No
14606,14606,,,,,,,,,,No
14607,14607,,,,,,,,,,No
14608,14608,,,,,,,,,,No
14609,14609,,,,,,,,,,No
14610,14610,,,,,,,,,,No
14611,14611,,,,,,,,,,No
14612,14612,,,,,,,,,,No
14613,14613,,,,,,,,,,No
14614,14614,,,,,,,,,,No
14615,14615,,,,,,,,,,No
14616,14616,,,,,,,,,,No
14617,14617,,,,,,,,,,No
14618,14618,,,,,,,,,,No
14619,14619,,,,,,,,,,No
14620,14620,,,,,,,,,,No
14621,14621,,,,,,,,,,No
14622,14622,,,,,,,,,,No
14623,14623,,,,,,,,,,No
14624,14624,,,,,,,,,,No
14625,14625,,,,,,,,,,No
14626,14626,,,,,,,,,,No
14627,14627,,,,,,,,,,No
14628,14628,,,,,,,,,,No
14629,14629,,,,,,,,,,No
14630,14630,,,,,,,,,,No
14631,14631,,,,,,,,,,No
14632,14632,,,,,,,,,,No
14633,14633,,,,,,,,,,No
14634,14634,,,,,,,,,,No
14635,14635,,,,,,,,,,No
14636,14636,,,,,,,,,,No
14637,14637,,,,,,,,,,No
14638,14638,,,,,,,,,,No
14639,14639,,,,,,,,,,No
14640,14640,,,,,,,,,,No
14641,14641,,,,,,,,,,No
14642,14642,,,,,,,,,,No
14643,14643,,,,,,,,,,No
14644,14644,,,,,,,,,,No
14645,14645,,,,,,,,,,No
14646,14646,,,,,,,,,,No
14647,14647,,,,,,,,,,No
14648,14648,,,,,,,,,,No
14649,14649,,,,,,,,,,No
14650,14650,,,,,,,,,,No
14651,14651,,,,,,,,,,No
14652,14652,,,,,,,,,,No
14653,14653,,,,,,,,,,No
14654,14654,,,,,,,,,,No
14655,14655,,,,,,,,,,No
14656,14656,,,,,,,,,,No
14657,14657,,,,,,,,,,No
14658,14658,,,,,,,,,,No
14659,14659,,,,,,,,,,No
14660,14660,,,,,,,,,,No
14661,14661,,,,,,,,,,No
14662,14662,,,,,,,,,,No
14663,14663,,,,,,,,,,No
14664,14664,,,,,,,,,,No
14665,14665,,,,,,,,,,No
14666,14666,,,,,,,,,,No
14667,14667,,,,,,,,,,No
14668,14668,,,,,,,,,,No
14669,14669,,,,,,,,,,No
14670,14670,,,,,,,,,,No
14671,14671,,,,,,,,,,No
14672,14672,,,,,,,,,,No
14673,14673,,,,,,,,,,No
14674,14674,,,,,,,,,,No
14675,14675,,,,,,,,,,No
14676,14676,,,,,,,,,,No
14677,14677,,,,,,,,,,No
14678,14678,,,,,,,,,,No
14679,14679,,,,,,,,,,No
14680,14680,,,,,,,,,,No
14681,14681,,,,,,,,,,No
14682,14682,,,,,,,,,,No
14683,14683,,,,,,,,,,No
14684,14684,,,,,,,,,,No
14685,14685,,,,,,,,,,No
14686,14686,,,,,,,,,,No
14687,14687,,,,,,,,,,No
14688,14688,,,,,,,,,,No
14689,14689,,,,,,,,,,No
14690,14690,,,,,,,,,,No
14691,14691,,,,,,,,,,No
14692,14692,,,,,,,,,,No
14693,14693,,,,,,,,,,No
14694,14694,,,,,,,,,,No
14695,14695,,,,,,,,,,No
14696,14696,,,,,,,,,,No
14697,14697,,,,,,,,,,No
14698,14698,,,,,,,,,,No
14699,14699,,,,,,,,,,No
14700,14700,,,,,,,,,,No
14701,14701,,,,,,,,,,No
14702,14702,,,,,,,,,,No
14703,14703,,,,,,,,,,No
14704,14704,,,,,,,,,,No
14705,14705,,,,,,,,,,No
14706,14706,,,,,,,,,,No
14707,14707,,,,,,,,,,No
14708,14708,,,,,,,,,,No
14709,14709,,,,,,,,,,No
14710,14710,,,,,,,,,,No
14711,14711,,,,,,,,,,No
14712,14712,,,,,,,,,,No
14713,14713,,,,,,,,,,No
14714,14714,,,,,,,,,,No
14715,14715,,,,,,,,,,No
14716,14716,,,,,,,,,,No
14717,14717,,,,,,,,,,No
14718,14718,,,,,,,,,,No
14719,14719,,,,,,,,,,No
14720,14720,,,,,,,,,,No
14721,14721,,,,,,,,,,No
14722,14722,,,,,,,,,,No
14723,14723,,,,,,,,,,No
14724,14724,,,,,,,,,,No
14725,14725,,,,,,,,,,No
14726,14726,,,,,,,,,,No
14727,14727,,,,,,,,,,No
14728,14728,,,,,,,,,,No
14729,14729,,,,,,,,,,No
14730,14730,,,,,,,,,,No
14731,14731,,,,,,,,,,No
14732,14732,,,,,,,,,,No
14733,14733,,,,,,,,,,No
14734,14734,,,,,,,,,,No
14735,14735,,,,,,,,,,No
14736,14736,,,,,,,,,,No
14737,14737,,,,,,,,,,No
14738,14738,,,,,,,,,,No
14739,14739,,,,,,,,,,No
14740,14740,,,,,,,,,,No
14741,14741,,,,,,,,,,No
14742,14742,,,,,,,,,,No
14743,14743,,,,,,,,,,No
14744,14744,,,,,,,,,,No
14745,14745,,,,,,,,,,No
14746,14746,,,,,,,,,,No
14747,14747,,,,,,,,,,No
14748,14748,,,,,,,,,,No
14749,14749,,,,,,,,,,No
14750,14750,,,,,,,,,,No
14751,14751,,,,,,,,,,No
14752,14752,,,,,,,,,,No
14753,14753,,,,,,,,,,No
14754,14754,,,,,,,,,,No
14755,14755,,,,,,,,,,No
14756,14756,,,,,,,,,,No
14757,14757,,,,,,,,,,No
14758,14758,,,,,,,,,,No
14759,14759,,,,,,,,,,No
14760,14760,,,,,,,,,,No
14761,14761,,,,,,,,,,No
14762,14762,,,,,,,,,,No
14763,14763,,,,,,,,,,No
14764,14764,,,,,,,,,,No
14765,14765,,,,,,,,,,No
14766,14766,,,,,,,,,,No
14767,14767,,,,,,,,,,No
14768,14768,,,,,,,,,,No
14769,14769,,,,,,,,,,No
14770,14770,,,,,,,,,,No
14771,14771,,,,,,,,,,No
14772,14772,,,,,,,,,,No
14773,14773,,,,,,,,,,No
14774,14774,,,,,,,,,,No
14775,14775,,,,,,,,,,No
14776,14776,,,,,,,,,,No
14777,14777,,,,,,,,,,No
14778,14778,,,,,,,,,,No
14779,14779,,,,,,,,,,No
14780,14780,,,,,,,,,,No
14781,14781,,,,,,,,,,No
14782,14782,,,,,,,,,,No
14783,14783,,,,,,,,,,No
14784,14784,,,,,,,,,,No
14785,14785,,,,,,,,,,No
14786,14786,,,,,,,,,,No
14787,14787,,,,,,,,,,No
14788,14788,,,,,,,,,,No
14789,14789,,,,,,,,,,No
14790,14790,,,,,,,,,,No
14791,14791,,,,,,,,,,No
14792,14792,,,,,,,,,,No
14793,14793,,,,,,,,,,No
14794,14794,,,,,,,,,,No
14795,14795,,,,,,,,,,No
14796,14796,,,,,,,,,,No
14797,14797,,,,,,,,,,No
14798,14798,,,,,,,,,,No
14799,14799,,,,,,,,,,No
14800,14800,,,,,,,,,,No
14801,14801,,,,,,,,,,No
14802,14802,,,,,,,,,,No
14803,14803,,,,,,,,,,No
14804,14804,,,,,,,,,,No
14805,14805,,,,,,,,,,No
14806,14806,,,,,,,,,,No
14807,14807,,,,,,,,,,No
14808,14808,,,,,,,,,,No
14809,14809,,,,,,,,,,No
14810,14810,,,,,,,,,,No
14811,14811,,,,,,,,,,No
14812,14812,,,,,,,,,,No
14813,14813,,,,,,,,,,No
14814,14814,,,,,,,,,,No
14815,14815,,,,,,,,,,No
14816,14816,,,,,,,,,,No
14817,14817,,,,,,,,,,No
14818,14818,,,,,,,,,,No
14819,14819,,,,,,,,,,No
14820,14820,,,,,,,,,,No
14821,14821,,,,,,,,,,No
14822,14822,,,,,,,,,,No
14823,14823,,,,,,,,,,No
14824,14824,,,,,,,,,,No
14825,14825,,,,,,,,,,No
14826,14826,,,,,,,,,,No
14827,14827,,,,,,,,,,No
14828,14828,,,,,,,,,,No
14829,14829,,,,,,,,,,No
14830,14830,,,,,,,,,,No
14831,14831,,,,,,,,,,No
14832,14832,,,,,,,,,,No
14833,14833,,,,,,,,,,No
14834,14834,,,,,,,,,,No
14835,14835,,,,,,,,,,No
14836,14836,,,,,,,,,,No
14837,14837,,,,,,,,,,No
14838,14838,,,,,,,,,,No
14839,14839,,,,,,,,,,No
14840,14840,,,,,,,,,,No
14841,14841,,,,,,,,,,No
14842,14842,,,,,,,,,,No
14843,14843,,,,,,,,,,No
14844,14844,,,,,,,,,,No
14845,14845,,,,,,,,,,No
14846,14846,,,,,,,,,,No
14847,14847,,,,,,,,,,No
14848,14848,,,,,,,,,,No
14849,14849,,,,,,,,,,No
14850,14850,,,,,,,,,,No
14851,14851,,,,,,,,,,No
14852,14852,,,,,,,,,,No
14853,14853,,,,,,,,,,No
14854,14854,,,,,,,,,,No
14855,14855,,,,,,,,,,No
14856,14856,,,,,,,,,,No
14857,14857,,,,,,,,,,No
14858,14858,,,,,,,,,,No
14859,14859,,,,,,,,,,No
14860,14860,,,,,,,,,,No
14861,14861,,,,,,,,,,No
14862,14862,,,,,,,,,,No
14863,14863,,,,,,,,,,No
14864,14864,,,,,,,,,,No
14865,14865,,,,,,,,,,No
14866,14866,,,,,,,,,,No
14867,14867,,,,,,,,,,No
14868,14868,,,,,,,,,,No
14869,14869,,,,,,,,,,No
14870,14870,,,,,,,,,,No
14871,14871,,,,,,,,,,No
14872,14872,,,,,,,,,,No
14873,14873,,,,,,,,,,No
14874,14874,,,,,,,,,,No
14875,14875,,,,,,,,,,No
14876,14876,,,,,,,,,,No
14877,14877,,,,,,,,,,No
14878,14878,,,,,,,,,,No
14879,14879,,,,,,,,,,No
14880,14880,,,,,,,,,,No
14881,14881,,,,,,,,,,No
14882,14882,,,,,,,,,,No
14883,14883,,,,,,,,,,No
14884,14884,,,,,,,,,,No
14885,14885,,,,,,,,,,No
14886,14886,,,,,,,,,,No
14887,14887,,,,,,,,,,No
14888,14888,,,,,,,,,,No
14889,14889,,,,,,,,,,No
14890,14890,,,,,,,,,,No
14891,14891,,,,,,,,,,No
14892,14892,,,,,,,,,,No
14893,14893,,,,,,,,,,No
14894,14894,,,,,,,,,,No
14895,14895,,,,,,,,,,No
14896,14896,,,,,,,,,,No
14897,14897,,,,,,,,,,No
14898,14898,,,,,,,,,,No
14899,14899,,,,,,,,,,No
14900,14900,,,,,,,,,,No
14901,14901,,,,,,,,,,No
14902,14902,,,,,,,,,,No
14903,14903,,,,,,,,,,No
14904,14904,,,,,,,,,,No
14905,14905,,,,,,,,,,No
14906,14906,,,,,,,,,,No
14907,14907,,,,,,,,,,No
14908,14908,,,,,,,,,,No
14909,14909,,,,,,,,,,No
14910,14910,,,,,,,,,,No
14911,14911,,,,,,,,,,No
14912,14912,,,,,,,,,,No
14913,14913,,,,,,,,,,No
14914,14914,,,,,,,,,,No
14915,14915,,,,,,,,,,No
14916,14916,,,,,,,,,,No
14917,14917,,,,,,,,,,No
14918,14918,,,,,,,,,,No
14919,14919,,,,,,,,,,No
14920,14920,,,,,,,,,,No
14921,14921,,,,,,,,,,No
14922,14922,,,,,,,,,,No
14923,14923,,,,,,,,,,No
14924,14924,,,,,,,,,,No
14925,14925,,,,,,,,,,No
14926,14926,,,,,,,,,,No
14927,14927,,,,,,,,,,No
14928,14928,,,,,,,,,,No
14929,14929,,,,,,,,,,No
14930,14930,,,,,,,,,,No
14931,14931,,,,,,,,,,No
14932,14932,,,,,,,,,,No
14933,14933,,,,,,,,,,No
14934,14934,,,,,,,,,,No
14935,14935,,,,,,,,,,No
14936,14936,,,,,,,,,,No
14937,14937,,,,,,,,,,No
14938,14938,,,,,,,,,,No
14939,14939,,,,,,,,,,No
14940,14940,,,,,,,,,,No
14941,14941,,,,,,,,,,No
14942,14942,,,,,,,,,,No
14943,14943,,,,,,,,,,No
14944,14944,,,,,,,,,,No
14945,14945,,,,,,,,,,No
14946,14946,,,,,,,,,,No
14947,14947,,,,,,,,,,No
14948,14948,,,,,,,,,,No
14949,14949,,,,,,,,,,No
14950,14950,,,,,,,,,,No
14951,14951,,,,,,,,,,No
14952,14952,,,,,,,,,,No
14953,14953,,,,,,,,,,No
14954,14954,,,,,,,,,,No
14955,14955,,,,,,,,,,No
14956,14956,,,,,,,,,,No
14957,14957,,,,,,,,,,No
14958,14958,,,,,,,,,,No
14959,14959,,,,,,,,,,No
14960,14960,,,,,,,,,,No
14961,14961,,,,,,,,,,No
14962,14962,,,,,,,,,,No
14963,14963,,,,,,,,,,No
14964,14964,,,,,,,,,,No
14965,14965,,,,,,,,,,No
14966,14966,,,,,,,,,,No
14967,14967,,,,,,,,,,No
14968,14968,,,,,,,,,,No
14969,14969,,,,,,,,,,No
14970,14970,,,,,,,,,,No
14971,14971,,,,,,,,,,No
14972,14972,,,,,,,,,,No
14973,14973,,,,,,,,,,No
14974,14974,,,,,,,,,,No
14975,14975,,,,,,,,,,No
14976,14976,,,,,,,,,,No
14977,14977,,,,,,,,,,No
14978,14978,,,,,,,,,,No
14979,14979,,,,,,,,,,No
14980,14980,,,,,,,,,,No
14981,14981,,,,,,,,,,No
14982,14982,,,,,,,,,,No
14983,14983,,,,,,,,,,No
14984,14984,,,,,,,,,,No
14985,14985,,,,,,,,,,No
14986,14986,,,,,,,,,,No
14987,14987,,,,,,,,,,No
14988,14988,,,,,,,,,,No
14989,14989,,,,,,,,,,No
14990,14990,,,,,,,,,,No
14991,14991,,,,,,,,,,No
14992,14992,,,,,,,,,,No
14993,14993,,,,,,,,,,No
14994,14994,,,,,,,,,,No
14995,14995,,,,,,,,,,No
14996,14996,,,,,,,,,,No
14997,14997,,,,,,,,,,No
14998,14998,,,,,,,,,,No
14999,14999,,,,,,,,,,No
15000,15000,,,,,,,,,,No
15001,15001,,,,,,,,,,No
15002,15002,,,,,,,,,,No
15003,15003,,,,,,,,,,No
15004,15004,,,,,,,,,,No
15005,15005,,,,,,,,,,No
15006,15006,,,,,,,,,,No
15007,15007,,,,,,,,,,No
15008,15008,,,,,,,,,,No
15009,15009,,,,,,,,,,No
15010,15010,,,,,,,,,,No
15011,15011,,,,,,,,,,No
15012,15012,,,,,,,,,,No
15013,15013,,,,,,,,,,No
15014,15014,,,,,,,,,,No
15015,15015,,,,,,,,,,No
15016,15016,,,,,,,,,,No
15017,15017,,,,,,,,,,No
15018,15018,,,,,,,,,,No
15019,15019,,,,,,,,,,No
15020,15020,,,,,,,,,,No
15021,15021,,,,,,,,,,No
15022,15022,,,,,,,,,,No
15023,15023,,,,,,,,,,No
15024,15024,,,,,,,,,,No
15025,15025,,,,,,,,,,No
15026,15026,,,,,,,,,,No
15027,15027,,,,,,,,,,No
15028,15028,,,,,,,,,,No
15029,15029,,,,,,,,,,No
15030,15030,,,,,,,,,,No
15031,15031,,,,,,,,,,No
15032,15032,,,,,,,,,,No
15033,15033,,,,,,,,,,No
15034,15034,,,,,,,,,,No
15035,15035,,,,,,,,,,No
15036,15036,,,,,,,,,,No
15037,15037,,,,,,,,,,No
15038,15038,,,,,,,,,,No
15039,15039,,,,,,,,,,No
15040,15040,,,,,,,,,,No
15041,15041,,,,,,,,,,No
15042,15042,,,,,,,,,,No
15043,15043,,,,,,,,,,No
15044,15044,,,,,,,,,,No
15045,15045,,,,,,,,,,No
15046,15046,,,,,,,,,,No
15047,15047,,,,,,,,,,No
15048,15048,,,,,,,,,,No
15049,15049,,,,,,,,,,No
15050,15050,,,,,,,,,,No
15051,15051,,,,,,,,,,No
15052,15052,,,,,,,,,,No
15053,15053,,,,,,,,,,No
15054,15054,,,,,,,,,,No
15055,15055,,,,,,,,,,No
15056,15056,,,,,,,,,,No
15057,15057,,,,,,,,,,No
15058,15058,,,,,,,,,,No
15059,15059,,,,,,,,,,No
15060,15060,,,,,,,,,,No
15061,15061,,,,,,,,,,No
15062,15062,,,,,,,,,,No
15063,15063,,,,,,,,,,No
15064,15064,,,,,,,,,,No
15065,15065,,,,,,,,,,No
15066,15066,,,,,,,,,,No
15067,15067,,,,,,,,,,No
15068,15068,,,,,,,,,,No
15069,15069,,,,,,,,,,No
15070,15070,,,,,,,,,,No
15071,15071,,,,,,,,,,No
15072,15072,,,,,,,,,,No
15073,15073,,,,,,,,,,No
15074,15074,,,,,,,,,,No
15075,15075,,,,,,,,,,No
15076,15076,,,,,,,,,,No
15077,15077,,,,,,,,,,No
15078,15078,,,,,,,,,,No
15079,15079,,,,,,,,,,No
15080,15080,,,,,,,,,,No
15081,15081,,,,,,,,,,No
15082,15082,,,,,,,,,,No
15083,15083,,,,,,,,,,No
15084,15084,,,,,,,,,,No
15085,15085,,,,,,,,,,No
15086,15086,,,,,,,,,,No
15087,15087,,,,,,,,,,No
15088,15088,,,,,,,,,,No
15089,15089,,,,,,,,,,No
15090,15090,,,,,,,,,,No
15091,15091,,,,,,,,,,No
15092,15092,,,,,,,,,,No
15093,15093,,,,,,,,,,No
15094,15094,,,,,,,,,,No
15095,15095,,,,,,,,,,No
15096,15096,,,,,,,,,,No
15097,15097,,,,,,,,,,No
15098,15098,,,,,,,,,,No
15099,15099,,,,,,,,,,No
15100,15100,,,,,,,,,,No
15101,15101,,,,,,,,,,No
15102,15102,,,,,,,,,,No
15103,15103,,,,,,,,,,No
15104,15104,,,,,,,,,,No
15105,15105,,,,,,,,,,No
15106,15106,,,,,,,,,,No
15107,15107,,,,,,,,,,No
15108,15108,,,,,,,,,,No
15109,15109,,,,,,,,,,No
15110,15110,,,,,,,,,,No
15111,15111,,,,,,,,,,No
15112,15112,,,,,,,,,,No
15113,15113,,,,,,,,,,No
15114,15114,,,,,,,,,,No
15115,15115,,,,,,,,,,No
15116,15116,,,,,,,,,,No
15117,15117,,,,,,,,,,No
15118,15118,,,,,,,,,,No
15119,15119,,,,,,,,,,No
15120,15120,,,,,,,,,,No
15121,15121,,,,,,,,,,No
15122,15122,,,,,,,,,,No
15123,15123,,,,,,,,,,No
15124,15124,,,,,,,,,,No
15125,15125,,,,,,,,,,No
15126,15126,,,,,,,,,,No
15127,15127,,,,,,,,,,No
15128,15128,,,,,,,,,,No
15129,15129,,,,,,,,,,No
15130,15130,,,,,,,,,,No
15131,15131,,,,,,,,,,No
15132,15132,,,,,,,,,,No
15133,15133,,,,,,,,,,No
15134,15134,,,,,,,,,,No
15135,15135,,,,,,,,,,No
15136,15136,,,,,,,,,,No
15137,15137,,,,,,,,,,No
15138,15138,,,,,,,,,,No
15139,15139,,,,,,,,,,No
15140,15140,,,,,,,,,,No
15141,15141,,,,,,,,,,No
15142,15142,,,,,,,,,,No
15143,15143,,,,,,,,,,No
15144,15144,,,,,,,,,,No
15145,15145,,,,,,,,,,No
15146,15146,,,,,,,,,,No
15147,15147,,,,,,,,,,No
15148,15148,,,,,,,,,,No
15149,15149,,,,,,,,,,No
15150,15150,,,,,,,,,,No
15151,15151,,,,,,,,,,No
15152,15152,,,,,,,,,,No
15153,15153,,,,,,,,,,No
15154,15154,,,,,,,,,,No
15155,15155,,,,,,,,,,No
15156,15156,,,,,,,,,,No
15157,15157,,,,,,,,,,No
15158,15158,,,,,,,,,,No
15159,15159,,,,,,,,,,No
15160,15160,,,,,,,,,,No
15161,15161,,,,,,,,,,No
15162,15162,,,,,,,,,,No
15163,15163,,,,,,,,,,No
15164,15164,,,,,,,,,,No
15165,15165,,,,,,,,,,No
15166,15166,,,,,,,,,,No
15167,15167,,,,,,,,,,No
15168,15168,,,,,,,,,,No
15169,15169,,,,,,,,,,No
15170,15170,,,,,,,,,,No
15171,15171,,,,,,,,,,No
15172,15172,,,,,,,,,,No
15173,15173,,,,,,,,,,No
15174,15174,,,,,,,,,,No
15175,15175,,,,,,,,,,No
15176,15176,,,,,,,,,,No
15177,15177,,,,,,,,,,No
15178,15178,,,,,,,,,,No
15179,15179,,,,,,,,,,No
15180,15180,,,,,,,,,,No
15181,15181,,,,,,,,,,No
15182,15182,,,,,,,,,,No
15183,15183,,,,,,,,,,No
15184,15184,,,,,,,,,,No
15185,15185,,,,,,,,,,No
15186,15186,,,,,,,,,,No
15187,15187,,,,,,,,,,No
15188,15188,,,,,,,,,,No
15189,15189,,,,,,,,,,No
15190,15190,,,,,,,,,,No
15191,15191,,,,,,,,,,No
15192,15192,,,,,,,,,,No
15193,15193,,,,,,,,,,No
15194,15194,,,,,,,,,,No
15195,15195,,,,,,,,,,No
15196,15196,,,,,,,,,,No
15197,15197,,,,,,,,,,No
15198,15198,,,,,,,,,,No
15199,15199,,,,,,,,,,No
15200,15200,,,,,,,,,,No
15201,15201,,,,,,,,,,No
15202,15202,,,,,,,,,,No
15203,15203,,,,,,,,,,No
15204,15204,,,,,,,,,,No
15205,15205,,,,,,,,,,No
15206,15206,,,,,,,,,,No
15207,15207,,,,,,,,,,No
15208,15208,,,,,,,,,,No
15209,15209,,,,,,,,,,No
15210,15210,,,,,,,,,,No
15211,15211,,,,,,,,,,No
15212,15212,,,,,,,,,,No
15213,15213,,,,,,,,,,No
15214,15214,,,,,,,,,,No
15215,15215,,,,,,,,,,No
15216,15216,,,,,,,,,,No
15217,15217,,,,,,,,,,No
15218,15218,,,,,,,,,,No
15219,15219,,,,,,,,,,No
15220,15220,,,,,,,,,,No
15221,15221,,,,,,,,,,No
15222,15222,,,,,,,,,,No
15223,15223,,,,,,,,,,No
15224,15224,,,,,,,,,,No
15225,15225,,,,,,,,,,No
15226,15226,,,,,,,,,,No
15227,15227,,,,,,,,,,No
15228,15228,,,,,,,,,,No
15229,15229,,,,,,,,,,No
15230,15230,,,,,,,,,,No
15231,15231,,,,,,,,,,No
15232,15232,,,,,,,,,,No
15233,15233,,,,,,,,,,No
15234,15234,,,,,,,,,,No
15235,15235,,,,,,,,,,No
15236,15236,,,,,,,,,,No
15237,15237,,,,,,,,,,No
15238,15238,,,,,,,,,,No
15239,15239,,,,,,,,,,No
15240,15240,,,,,,,,,,No
15241,15241,,,,,,,,,,No
15242,15242,,,,,,,,,,No
15243,15243,,,,,,,,,,No
15244,15244,,,,,,,,,,No
15245,15245,,,,,,,,,,No
15246,15246,,,,,,,,,,No
15247,15247,,,,,,,,,,No
15248,15248,,,,,,,,,,No
15249,15249,,,,,,,,,,No
15250,15250,,,,,,,,,,No
15251,15251,,,,,,,,,,No
15252,15252,,,,,,,,,,No
15253,15253,,,,,,,,,,No
15254,15254,,,,,,,,,,No
15255,15255,,,,,,,,,,No
15256,15256,,,,,,,,,,No
15257,15257,,,,,,,,,,No
15258,15258,,,,,,,,,,No
15259,15259,,,,,,,,,,No
15260,15260,,,,,,,,,,No
15261,15261,,,,,,,,,,No
15262,15262,,,,,,,,,,No
15263,15263,,,,,,,,,,No
15264,15264,,,,,,,,,,No
15265,15265,,,,,,,,,,No
15266,15266,,,,,,,,,,No
15267,15267,,,,,,,,,,No
15268,15268,,,,,,,,,,No
15269,15269,,,,,,,,,,No
15270,15270,,,,,,,,,,No
15271,15271,,,,,,,,,,No
15272,15272,,,,,,,,,,No
15273,15273,,,,,,,,,,No
15274,15274,,,,,,,,,,No
15275,15275,,,,,,,,,,No
15276,15276,,,,,,,,,,No
15277,15277,,,,,,,,,,No
15278,15278,,,,,,,,,,No
15279,15279,,,,,,,,,,No
15280,15280,,,,,,,,,,No
15281,15281,,,,,,,,,,No
15282,15282,,,,,,,,,,No
15283,15283,,,,,,,,,,No
15284,15284,,,,,,,,,,No
15285,15285,,,,,,,,,,No
15286,15286,,,,,,,,,,No
15287,15287,,,,,,,,,,No
15288,15288,,,,,,,,,,No
15289,15289,,,,,,,,,,No
15290,15290,,,,,,,,,,No
15291,15291,,,,,,,,,,No
15292,15292,,,,,,,,,,No
15293,15293,,,,,,,,,,No
15294,15294,,,,,,,,,,No
15295,15295,,,,,,,,,,No
15296,15296,,,,,,,,,,No
15297,15297,,,,,,,,,,No
15298,15298,,,,,,,,,,No
15299,15299,,,,,,,,,,No
15300,15300,,,,,,,,,,No
15301,15301,,,,,,,,,,No
15302,15302,,,,,,,,,,No
15303,15303,,,,,,,,,,No
15304,15304,,,,,,,,,,No
15305,15305,,,,,,,,,,No
15306,15306,,,,,,,,,,No
15307,15307,,,,,,,,,,No
15308,15308,,,,,,,,,,No
15309,15309,,,,,,,,,,No
15310,15310,,,,,,,,,,No
15311,15311,,,,,,,,,,No
15312,15312,,,,,,,,,,No
15313,15313,,,,,,,,,,No
15314,15314,,,,,,,,,,No
15315,15315,,,,,,,,,,No
15316,15316,,,,,,,,,,No
15317,15317,,,,,,,,,,No
15318,15318,,,,,,,,,,No
15319,15319,,,,,,,,,,No
15320,15320,,,,,,,,,,No
15321,15321,,,,,,,,,,No
15322,15322,,,,,,,,,,No
15323,15323,,,,,,,,,,No
15324,15324,,,,,,,,,,No
15325,15325,,,,,,,,,,No
15326,15326,,,,,,,,,,No
15327,15327,,,,,,,,,,No
